Unnamed: 0,budget,genres,id,keywords,original_language,original_title,overview,popularity,production_companies,release_date,revenue,runtime,spoken_languages,tagline,vote_average,vote_count,cast,crew,director,important_feature,weighted_avg
2294,15000000,"['fantasy', 'adventure', 'animation']",129,"['witch', 'parents kids relationship', 'magic']",ja,千と千尋の神隠し,A ten year old girl who wanders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. Her parents have been changed into pigs along with others inside a bathhouse full of these creatures. Will she ever see the world how it once was?,118.968562,"[{""name"": ""Studio Ghibli"", ""id"": 10342}]",2001-07-20,274925095,125.0,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",The tunnel led Chihiro to a mysterious town...,8.3,3840,"['rumi hiiragi', 'miyu irino', 'mari natsuki']","['john lasseter', 'hayao miyazaki', 'hayao miyazaki']",Hayao Miyazaki,witch parents kids relationship magic rumi hiiragi miyu irino mari natsuki john lasseter hayao miyazaki hayao miyazaki Hayao Miyazaki fantasy adventure animation,5.917758651667745
2312,18000000,['comedy'],195589,"['alcohol', 'baby', 'party']",en,Neighbors,A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.,36.471231,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Point Grey Pictures"", ""id"": 16615}, {""name"": ""Good Universe"", ""id"": 17393}]",2014-05-08,268157400,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Family vs. Frat,6.2,2713,"['seth rogen', 'zac efron', 'rose byrne']","['francine maisler', 'michael andrews', 'peter robb-king']",Nicholas Stoller,alcohol baby party seth rogen zac efron rose byrne francine maisler michael andrews peter robb-king Nicholas Stoller comedy,4.085368392929888
2313,23000000,"['romance', 'comedy', 'crime']",854,"['dual identity', 'bank', 'mockery']",en,The Mask,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",85.30318,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Dark Horse Entertainment"", ""id"": 552}]",1994-07-29,351583407,101.0,"[{""iso_639_1"": ""sv"", ""name"": ""svenska""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",From zero to hero.,6.6,2472,"['jim carrey', 'cameron diaz', 'nancy fish']","['arthur coburn', 'kyle balda', 'mike werb']",Chuck Russell,dual identity bank mockery jim carrey cameron diaz nancy fish arthur coburn kyle balda mike werb Chuck Russell romance comedy crime,4.195945256984926
2327,18000000,"['science fiction', 'action', 'adventure']",106,"['central and south america', 'predator', 'alien']",en,Predator,"Dutch and his group of commandos are hired by the CIA to rescue downed airmen from guerillas in a Central American jungle. The mission goes well but as they return they find that something is hunting them. Nearly invisible, it blends in with the forest, taking trophies from the bodies of its victims as it goes along. Occasionally seeing through its eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time.",50.009408,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Lawrence Gordon Productions"", ""id"": 840}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Amercent Films"", ""id"": 5263}, {""name"": ""American Entertainment Partners L.P."", ""id"": 5264}]",1987-06-11,98235548,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]","If it bleeds, we can kill it...",7.3,2093,"['arnold schwarzenegger', 'carl weathers', 'elpidia carrillo']","['alan silvestri', 'richard l. anderson', 'michael tronick']",John McTiernan,central and south america predator alien arnold schwarzenegger carl weathers elpidia carrillo alan silvestri richard l. anderson michael tronick John McTiernan science fiction action adventure,4.336033071165911
2330,17000000,['comedy'],10625,"['female friendship', 'high school', 'fish out of water']",en,Mean Girls,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",36.423717,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Broadway Video"", ""id"": 1756}, {""name"": ""M.G. Films"", ""id"": 89094}]",2004-04-30,129042871,97.0,"[{""iso_639_1"": ""sw"", ""name"": ""Kiswahili""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""vi"", ""name"": ""Ti\u1ebfng Vi\u1ec7t""}]",Welcome to girl world.,6.9,2320,"['lindsay lohan', 'rachel mcadams', 'tim meadows']","['marci liroff', 'wendy greene bricmont', 'marc fishman']",Mark Waters,female friendship high school fish out of water lindsay lohan rachel mcadams tim meadows marci liroff wendy greene bricmont marc fishman Mark Waters comedy,4.275005781943482
2334,18000000,"['drama', 'comedy']",194662,"['times square', 'superhero', 'long take']",en,Birdman,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",89.811154,"[{""name"": ""Worldview Entertainment"", ""id"": 9015}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Le Grisbi Productions"", ""id"": 47169}, {""name"": ""M Productions"", ""id"": 52660}]",2014-08-27,103215094,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",or (The Unexpected Virtue of Ignorance),7.4,4535,"['michael keaton', 'emma stone', 'zach galifianakis']","['alejandro gonzález iñárritu', 'alejandro gonzález iñárritu', 'alejandro gonzález iñárritu']",Alejandro González Iñárritu,times square superhero long take michael keaton emma stone zach galifianakis alejandro gonzález iñárritu alejandro gonzález iñárritu alejandro gonzález iñárritu Alejandro González Iñárritu drama comedy,5.538507469298117
2348,18000000,"['adventure', 'drama', 'thriller']",44115,"['mountains', 'despair', 'adventure']",en,127 Hours,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,52.464877,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Cloud Eight Films"", ""id"": 6708}, {""name"": ""Path\u00e9"", ""id"": 7981}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Everest Entertainment"", ""id"": 10892}, {""name"": ""HandMade Films"", ""id"": 20076}]",2010-11-05,35692920,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",There is no force more powerful than the will to live.,7.0,2606,"['james franco', 'kate mara', 'amber tamblyn']","['tessa ross', 'jon harris', 'anthony dod mantle']",Danny Boyle,mountains despair adventure james franco kate mara amber tamblyn tessa ross jon harris anthony dod mantle Danny Boyle adventure drama thriller,4.50138988597808
2392,20000000,['comedy'],8363,"['becoming an adult', 'high school', 'young people']",en,Superbad,"High school best buddies are facing separation anxiety as they prepare to go off to college. While attempting to score alcohol for a party with help from a fake ID-toting friend, the guys' evening takes a turn into chaotic territory.",33.436092,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Apatow Productions"", ""id"": 10105}]",2007-08-17,121463226,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Come and Get Some!,7.0,2100,"['jonah hill', 'michael cera', 'christopher mintz-plasse']","['bob kensinger', 'seth rogen', 'seth rogen']",Greg Mottola,becoming an adult high school young people jonah hill michael cera christopher mintz-plasse bob kensinger seth rogen seth rogen Greg Mottola comedy,4.182235870303043
2403,18500000,"['horror', 'action', 'thriller']",679,"['android', 'extraterrestrial technology', 'space marine']",en,Aliens,"When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story, all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.",67.66094,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""SLM Production Group"", ""id"": 396}, {""name"": ""Brandywine Productions"", ""id"": 19747}]",1986-07-18,183316455,137.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",This Time It's War,7.7,3220,"['sigourney weaver', 'michael biehn', 'james remar']","['michael lamont', 'ray lovejoy', 'robin clarke']",James Cameron,android extraterrestrial technology space marine sigourney weaver michael biehn james remar michael lamont ray lovejoy robin clarke James Cameron horror action thriller,5.246882586810421
2422,17000000,"['comedy', 'music', 'romance']",114150,"['competition', 'roommate', 'college']",en,Pitch Perfect,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",32.746486,"[{""name"": ""Brownstone Productions"", ""id"": 12365}]",2012-09-28,115350426,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Get pitch slapped.,7.3,2247,"['anna kendrick', 'skylar astin', 'brittany snow']","['kerry barden', 'elizabeth banks', 'debbie zoller']",Jason Moore,competition roommate college anna kendrick skylar astin brittany snow kerry barden elizabeth banks debbie zoller Jason Moore comedy music romance,4.447134937352369
2453,16400000,['drama'],207,"['individual', 'philosophy', 'poetry']",en,Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",55.458584,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Silver Screen Partners IV"", ""id"": 10282}]",1989-06-02,235860116,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",He was their inspiration. He made their lives extraordinary.,8.1,2705,"['robin williams', 'ethan hawke', 'robert sean leonard']","['howard feuer', 'peter weir', 'tom schulman']",Peter Weir,individual philosophy poetry robin williams ethan hawke robert sean leonard howard feuer peter weir tom schulman Peter Weir drama,5.207167391515959
2465,19000000,"['fantasy', 'drama', 'war']",1417,"['spain', 'resistance', 'servant']",es,El laberinto del fauno,"Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.",90.809408,"[{""name"": ""Estudios Picasso"", ""id"": 2029}, {""name"": ""Esperanto Filmoj"", ""id"": 7470}, {""name"": ""Tequila Gang"", ""id"": 11628}]",2006-05-27,83258226,118.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",What happens when make-believe believes it's real?,7.6,3041,"['ivana baquero', 'maribel verdú', 'sergi lópez']","['alejandro gonzález iñárritu', 'sara bilbatúa', 'guillermo navarro']",Guillermo del Toro,spain resistance servant ivana baquero maribel verdú sergi lópez alejandro gonzález iñárritu sara bilbatúa guillermo navarro Guillermo del Toro fantasy drama war,5.095281734786732
2471,12000000,"['crime', 'action', 'comedy']",4638,"['village', 'arrest', 'police']",en,Hot Fuzz,"Top London cop, PC Nicholas Angel is good. Too good.  To stop the rest of his team from looking bad, he is reassigned to the quiet town of Sandford, paired with simple country cop, and everything seems quiet until two actors are found decapitated. It is addressed as an accident, but Angel isn't going to accept that, especially when more and more people turn up dead.",38.623178,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Big Talk Productions"", ""id"": 443}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""GAGA"", ""id"": 3656}, {""name"": ""Working Title Films"", ""id"": 10163}]",2007-02-14,80573774,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Big cops. Small town. Moderate violence.,7.4,2199,"['simon pegg', 'nick frost', 'jim broadbent']","['natascha wharton', 'tim bevan', 'eric fellner']",Edgar Wright,village arrest police simon pegg nick frost jim broadbent natascha wharton tim bevan eric fellner Edgar Wright crime action comedy,4.467567031971845
2511,18000000,"['comedy', 'family']",771,"['holiday', 'burglar', 'home invasion']",en,Home Alone,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before.",2.186927,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Hughes Entertainment"", ""id"": 477}]",1990-11-09,476684675,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",A Family Comedy Without the Family.,7.1,2414,"['macaulay culkin', 'joe pesci', 'daniel stern']","['john williams', 'raja gosnell', 'janet hirshenson']",Chris Columbus,holiday burglar home invasion macaulay culkin joe pesci daniel stern john williams raja gosnell janet hirshenson Chris Columbus comedy family,4.445644659357831
2516,15000000,['drama'],14,"['male nudity', 'female nudity', 'adultery']",en,American Beauty,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",80.878605,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Jinks/Cohen Company"", ""id"": 2721}]",1999-09-15,356296601,122.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Look closer.,7.9,3313,"['kevin spacey', 'annette bening', 'thora birch']","['thomas newman', 'sam mendes', 'alan ball']",Sam Mendes,male nudity female nudity adultery kevin spacey annette bening thora birch thomas newman sam mendes alan ball Sam Mendes drama,5.4190262014182276
2517,15000000,"['drama', 'history']",45269,"['great britain', 'radio', 'monarchy']",en,The King's Speech,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",54.053576,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Bedlam Productions"", ""id"": 5005}, {""name"": ""See-Saw Films"", ""id"": 7217}, {""name"": ""Aegis Film Fund"", ""id"": 7309}, {""name"": ""FilmNation Entertainment"", ""id"": 7493}, {""name"": ""Momentum Pictures"", ""id"": 19578}, {""name"": ""Molinare Investment"", ""id"": 19579}]",2010-09-06,414211549,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Find your voice.,7.6,2752,"['colin firth', 'geoffrey rush', 'helena bonham carter']","['tariq anwar', 'geoffrey rush', 'bob weinstein']",Tom Hooper,great britain radio monarchy colin firth geoffrey rush helena bonham carter tariq anwar geoffrey rush bob weinstein Tom Hooper drama history,4.938377157111561
2522,14000000,"['history', 'drama', 'thriller']",205596,"['gay', 'england', 'world war ii']",en,The Imitation Game,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",145.364591,"[{""name"": ""Black Bear Pictures"", ""id"": 22146}, {""name"": ""Bristol Automotive"", ""id"": 38145}]",2014-11-14,233555708,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The true enigma was the man who cracked the code.,8.0,5723,"['benedict cumberbatch', 'keira knightley', 'matthew goode']","['maria djurkovic', 'william goldenberg', 'alexandre desplat']",Morten Tyldum,gay england world war ii benedict cumberbatch keira knightley matthew goode maria djurkovic william goldenberg alexandre desplat Morten Tyldum history drama thriller,6.28283175684543
2547,15000000,"['drama', 'romance']",266856,"['wife husband relationship', 'biography', 'physicist']",en,The Theory of Everything,"The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.",61.182331,"[{""name"": ""Working Title Films"", ""id"": 10163}]",2014-11-26,123726688,123.0,"[{""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",His Mind Changed Our World. Her Love Changed His.,7.8,3311,"['eddie redmayne', 'felicity jones', 'charlie cox']","['tim bevan', 'eric fellner', 'liza chasin']",James Marsh,wife husband relationship biography physicist eddie redmayne felicity jones charlie cox tim bevan eric fellner liza chasin James Marsh drama romance,5.354054051623709
2558,15000000,"['drama', 'action', 'thriller']",64690,"['stuntman', 'blood splatter', 'independent film']",en,Drive,A Hollywood stunt performer who moonlights as a wheelman for criminals discovers that a contract has been put on him after a heist gone wrong.,49.294864,"[{""name"": ""Bold Films"", ""id"": 2266}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Odd Lot Entertainment"", ""id"": 3263}, {""name"": ""FilmDistrict"", ""id"": 7263}, {""name"": ""Motel Movies"", ""id"": 11337}, {""name"": ""Newbridge Film Capital"", ""id"": 46625}]",2011-08-06,78054825,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",There are no clean getaways.,7.4,3725,"['ryan gosling', 'carey mulligan', 'bryan cranston']","['cliff martinez', 'dan korintus', 'mindy marin']",Nicolas Winding Refn,stuntman blood splatter independent film ryan gosling carey mulligan bryan cranston cliff martinez dan korintus mindy marin Nicolas Winding Refn drama action thriller,5.268600382467864
2607,15000000,"['comedy', 'crime']",115,"['white russian', 'dude', 'bowling']",en,The Big Lebowski,"Jeffrey ""The Dude"" Lebowski, a Los Angeles slacker who only wants to bowl and drink white Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",49.230089,"[{""name"": ""Gramercy Pictures"", ""id"": 37}, {""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""Working Title Films"", ""id"": 10163}]",1998-03-06,46189568,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Times like these call for a Big Lebowski.,7.8,2926,"['jeff bridges', 'john goodman', 'julianne moore']","['roger deakins', 'rick heinrichs', 'john dexter']",Joel Coen,white russian dude bowling jeff bridges john goodman julianne moore roger deakins rick heinrichs john dexter Joel Coen comedy crime,5.157352462008287
2659,14600000,"['romance', 'fantasy', 'drama']",137,"['deja vu', 'groundhog', 'weather forecast']",en,Groundhog Day,"A narcissistic TV weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",52.744331,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",1993-02-11,70906973,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]","He's having the worst day of his life... over, and over...",7.4,2301,"['bill murray', 'andie macdowell', 'chris elliott']","['james j. murakami', 'harold ramis', 'harold ramis']",Harold Ramis,deja vu groundhog weather forecast bill murray andie macdowell chris elliott james j. murakami harold ramis harold ramis Harold Ramis romance fantasy drama,4.539426575201441
2666,15000000,"['drama', 'romance']",12405,"['slum', 'indian lead', 'cheating']",en,Slumdog Millionaire,"Jamal Malik is an impoverished Indian teen who becomes a contestant on the Hindi version of ‘Who Wants to Be a Millionaire?’ but, after he wins, he is suspected of cheating.",59.258969,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Celador Films"", ""id"": 3573}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Film4"", ""id"": 9349}]",2008-05-12,377910544,120.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""en"", ""name"": ""English""}]","What does it take to find a lost love? A. Money, B. Luck, C. Smarts, D. Destiny",7.6,2827,"['dev patel', 'freida pinto', 'anil kapoor']","['anthony dod mantle', 'danny boyle', 'gail stevens']",Danny Boyle,slum indian lead cheating dev patel freida pinto anil kapoor anthony dod mantle danny boyle gail stevens Danny Boyle drama romance,4.98095494766199
2730,13000000,"['drama', 'thriller']",44214,"['dancing', 'competition', 'sex']",en,Black Swan,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.",91.285683,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Protozoa Pictures"", ""id"": 7503}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}]",2010-12-02,327803731,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]","In the era of personal branding, the scariest possibility is that someone might be better at being you than you are.",7.3,4430,"['natalie portman', 'mila kunis', 'vincent cassel']","['mary vernieu', 'thérèse deprez', 'matthew libatique']",Darren Aronofsky,dancing competition sex natalie portman mila kunis vincent cassel mary vernieu thérèse deprez matthew libatique Darren Aronofsky drama thriller,5.437026604033836
2731,13000000,"['drama', 'crime']",240,"['italo-american', 'cuba', 'vororte']",en,The Godfather: Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",105.792936,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""The Coppola Company"", ""id"": 536}]",1974-12-20,47542841,200.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]","I don't feel I have to wipe everybody out, Tom. Just my enemies.",8.3,3338,"['al pacino', 'robert duvall', 'diane keaton']","['francis ford coppola', 'francis ford coppola', 'francis ford coppola']",Francis Ford Coppola,italo-american cuba vororte al pacino robert duvall diane keaton francis ford coppola francis ford coppola francis ford coppola Francis Ford Coppola drama crime,5.687754197911004
2743,13000000,"['science fiction', 'thriller']",1954,"['amnesia', 'chaos theory', 'blackout']",en,The Butterfly Effect,"A young man struggles to access sublimated childhood memories. He finds a technique that allows him to travel back into the past, to occupy his childhood body and change history. However, he soon finds that every change he makes has unexpected consequences.",73.307513,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""FilmEngine"", ""id"": 816}, {""name"": ""Katalyst Films"", ""id"": 817}, {""name"": ""BenderSpink"", ""id"": 6363}, {""name"": ""Province of British Columbia Production Services Tax Credit"", ""id"": 12200}]",2004-01-22,96060858,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Such minor changes, such huge consequences.",7.3,2060,"['ashton kutcher', 'melora walters', 'amy smart']","['chris bender', 'matthew f. leonetti', 'heike brandstatter']",Eric Bress,amnesia chaos theory blackout ashton kutcher melora walters amy smart chris bender matthew f. leonetti heike brandstatter Eric Bress science fiction thriller,4.311090216917039
2752,15000000,"['drama', 'science fiction']",264660,"['dancing', 'artificial intelligence', 'distrust']",en,Ex Machina,"Caleb, a 26 year old coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",95.130041,"[{""name"": ""DNA Films"", ""id"": 284}, {""name"": ""Universal Pictures International (UPI)"", ""id"": 5726}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""A24"", ""id"": 41077}]",2015-01-21,36869414,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",There is nothing more human than the will to survive,7.6,4737,"['domhnall gleeson', 'alicia vikander', 'oscar isaac']","['tessa ross', 'francine maisler', 'andrew macdonald']",Alex Garland,dancing artificial intelligence distrust domhnall gleeson alicia vikander oscar isaac tessa ross francine maisler andrew macdonald Alex Garland drama science fiction,5.739074499366281
2760,6000000,"['drama', 'thriller']",264644,"['based on novel', 'carpet', 'isolation']",en,Room,Jack is a young boy of 5 years old who has lived all his life in one room. He believes everything within it are the only real things in the world. But what will happen when his Ma suddenly tells him that there are other things outside of Room?,66.11334,"[{""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""Film 4"", ""id"": 2335}, {""name"": ""Element Pictures"", ""id"": 3353}, {""name"": ""Irish Film Board"", ""id"": 5267}, {""name"": ""FilmNation Entertainment"", ""id"": 7493}, {""name"": ""No Trace Camping"", ""id"": 35846}, {""name"": ""A24"", ""id"": 41077}, {""name"": ""Elevation Pictures"", ""id"": 82552}]",2015-10-16,35401758,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Love knows no boundaries,8.1,2757,"['brie larson', 'jacob tremblay', 'joan allen']","['tessa ross', 'fiona weir', 'robin d. cook']",Lenny Abrahamson,based on novel carpet isolation brie larson jacob tremblay joan allen tessa ross fiona weir robin d. cook Lenny Abrahamson drama thriller,5.239738692321686
2776,13000000,"['drama', 'romance']",84892,"['shyness', 'secret', 'narration']",en,The Perks of Being a Wallflower,"A coming-of-age story based on the best-selling novel by Stephen Chbosky, which follows 15-year-old freshman Charlie, an endearing and naive outsider who is taken under the wings of two seniors. A moving tale of love, loss, fear and hope - and the unforgettable friends that help us through life.",43.444135,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Mr. Mudd Production"", ""id"": 2130}]",2012-09-20,33400000,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",We are infinite.,7.7,2968,"['logan lerman', 'emma watson', 'ezra miller']","['mary vernieu', 'david c. robinson', 'john malkovich']",Stephen Chbosky,shyness secret narration logan lerman emma watson ezra miller mary vernieu david c. robinson john malkovich Stephen Chbosky drama romance,5.118877951012233
2808,8000000,"['drama', 'horror', 'thriller']",9552,"['exorcism', 'holy water', 'religion and supernatural']",en,The Exorcist,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",47.584643,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Hoya Productions"", ""id"": 48184}]",1973-12-26,441306145,122.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}]","Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist.",7.5,2005,"['linda blair', 'max von sydow', 'ellen burstyn']","['louis digiaimo', 'juliet taylor', 'owen roizman']",William Friedkin,exorcism holy water religion and supernatural linda blair max von sydow ellen burstyn louis digiaimo juliet taylor owen roizman William Friedkin drama horror thriller,4.372286668895736
